iter	RMSE	MAE
9395	7886.584041	4362.5656
9400	7886.545815	4362.505333
9405	7886.506482	4362.4448
9410	7886.466317	4362.385333
9415	7886.427261	4362.324
9420	7886.388481	4362.263467
9425	7886.350255	4362.203733
9430	7886.311751	4362.144533
9435	7886.270755	4362.083733
9440	7886.23142	4362.0232
9445	7886.193747	4361.964267
9450	7886.156074	4361.904267
9455	7886.115353	4361.844267
9460	7886.076572	4361.783467
9465	7886.037236	4361.724
9470	7885.999008	4361.663467
9475	7885.960226	4361.603467
9480	7885.92089	4361.543733
9485	7885.879891	4361.4832
9490	7885.84194	4361.422133
9495	7885.803988	4361.3616
9500	7885.764928	4361.301333
9505	7885.725591	4361.240533
9510	7885.686807	4361.181333
9515	7885.648024	4361.1224
9520	7885.607855	4361.0616
9525	7885.569625	4361.0016
9530	7885.530287	4360.941333
9535	7885.491225	4360.8816
9540	7885.453272	4360.8216
9545	7885.41421	4360.760533
9550	7885.375425	4360.699467
9555	7885.3347	4360.639467
9560	7885.295915	4360.578667
9565	7885.256576	4360.519467
9570	7885.218898	4360.459733
9575	7885.180943	4360.399467
9580	7885.140218	4360.340267
9585	7885.101986	4360.280533
9590	7885.062368	4360.22
9595	7885.022473	4360.159733
9600	7884.983963	4360.099733
9605	7884.945453	4360.0392
9610	7884.90722	4359.978933
9615	7884.868156	4359.918933
9620	7884.828537	4359.858133
9625	7884.788918	4359.798133
9630	7884.749853	4359.7376
9635	7884.711064	4359.677867
9640	7884.672276	4359.618667
9645	7884.63515	4359.558933
9650	7884.594976	4359.4984
9655	7884.555356	4359.438933
9660	7884.516566	4359.378133
9665	7884.477777	4359.317333
9670	7884.43871	4359.257867
9675	7884.399921	4359.198667
9680	7884.360854	4359.1376
9685	7884.321509	4359.077333
9690	7884.283827	4359.016
9695	7884.243651	4358.957067
9700	7884.204029	4358.896533
9705	7884.164684	4358.836
9710	7884.127002	4358.776
9715	7884.08821	4358.716267
9720	7884.049142	4358.656
9725	7884.009242	4358.595467
9730	7883.97045	4358.535467
9735	7883.931658	4358.474933
9740	7883.893974	4358.4152
9745	7883.854627	4358.355467
9750	7883.813895	4358.296
9755	7883.775379	4358.236267
9760	7883.738249	4358.176533
9765	7883.699179	4358.115733
9770	7883.658446	4358.055467
9775	7883.620206	4357.994667
9780	7883.581967	4357.9352
9785	7883.542895	4357.874933
9790	7883.503547	4357.814133
9795	7883.464476	4357.753867
9800	7883.425404	4357.693867
9805	7883.385778	4357.6336
9810	7883.34726	4357.5744
9815	7883.307357	4357.513333
9820	7883.269947	4357.453067
9825	7883.231983	4357.393333
9830	7883.191801	4357.332533
9835	7883.151897	4357.272533
9840	7883.11227	4357.212267
9845	7883.07375	4357.152533
9850	7883.035508	4357.093333
9855	7882.997543	4357.0328
9860	7882.958746	4356.973067
9865	7882.917732	4356.912
9870	7882.878381	4356.852533
9875	7882.83986	4356.792267
9880	7882.802171	4356.733333
9885	7882.762265	4356.672267
9890	7882.723744	4356.611467
9895	7882.684392	4356.5512
9900	7882.646425	4356.491467
9905	7882.60624	4356.431733
9910	7882.567442	4356.3712
9915	7882.528643	4356.3104
9920	7882.489566	4356.251733
9925	7882.451044	4356.192533
9930	7882.412799	4356.1312
9935	7882.373999	4356.0704
9940	7882.332982	4356.010133
9945	7882.295013	4355.949333
9950	7882.255936	4355.890133
9955	7882.21769	4355.830933
9960	7882.17778	4355.770933
9965	7882.139811	4355.710667
9970	7882.101287	4355.650133
9975	7882.062486	4355.5896
9980	7882.022299	4355.5304
9985	7881.982665	4355.469867
9990	7881.944418	4355.409067
9995	7881.905616	4355.3488
10000	7881.867368	4355.2896
10005	7881.826626	4355.229867
10010	7881.789763	4355.1704
10015	7881.749574	4355.110133
10020	7881.710217	4355.049333
10025	7881.671137	4354.988
10030	7881.632333	4354.9288
10035	7881.594916	4354.8688
10040	7881.553895	4354.808267
10045	7881.515645	4354.747733
10050	7881.476286	4354.688267
10055	7881.438314	4354.628533
10060	7881.398955	4354.569333
10065	7881.359873	4354.5088
10070	7881.320236	4354.448533
10075	7881.281986	4354.387733
10080	7881.24318	4354.327733
10085	7881.203543	4354.2672
10090	7881.165015	4354.207467
10095	7881.126209	4354.1464
10100	7881.086571	4354.0864
10105	7881.04832	4354.026667
10110	7881.009513	4353.966133
10115	7880.968766	4353.906133
10120	7880.930791	4353.846133
10125	7880.893647	4353.7864
10130	7880.853177	4353.726667
10135	7880.813261	4353.666133
10140	7880.775839	4353.606667
10145	7880.736754	4353.5464
10150	7880.698223	4353.486933
10155	7880.659138	4353.426133
10160	7880.620884	4353.3656
10165	7880.580966	4353.305067
10170	7880.541603	4353.2456
10175	7880.503072	4353.185067
10180	7880.463708	4353.126667
10185	7880.426562	4353.066933
10190	7880.388861	4353.0064
10195	7880.34728	4352.945867
10200	7880.307915	4352.885867
10205	7880.270214	4352.825333
10210	7880.232235	4352.7656
10215	7880.191762	4352.7056
10220	7880.152951	4352.6448
10225	7880.114417	4352.5848
10230	7880.075329	4352.5264
10235	7880.036795	4352.466133
10240	7879.998261	4352.406933
10245	7879.958895	4352.3464
10250	7879.92036	4352.285867
10255	7879.881271	4352.226133
10260	7879.842459	4352.165067
10265	7879.803369	4352.1048
10270	7879.764557	4352.0448
10275	7879.727407	4351.985867
10280	7879.687763	4351.925333
10285	7879.648672	4351.866133
10290	7879.609304	4351.805067
10295	7879.569659	4351.745067
10300	7879.532232	4351.6856
10305	7879.493141	4351.625067
10310	7879.454881	4351.565333
10315	7879.415512	4351.505333
10320	7879.37642	4351.444533
10325	7879.336774	4351.384267
10330	7879.299345	4351.3248
10335	7879.259144	4351.264533
10340	7879.220606	4351.2048
10345	7879.182345	4351.1456
10350	7879.142975	4351.085867
10355	7879.106377	4351.025067
10360	7879.065343	4350.965333
10365	7879.025695	4350.905333
10370	7878.987433	4350.845067
10375	7878.948339	4350.785867
10380	7878.910632	4350.725067
10385	7878.870983	4350.665333
10390	7878.831611	4350.604533
10395	7878.793348	4350.544533
10400	7878.754254	4350.485333
10405	7878.716268	4350.425067
10410	7878.676063	4350.3648
10415	7878.6378	4350.3048
10420	7878.599536	4350.245067
10425	7878.560718	4350.184267
10430	7878.521899	4350.124267
10435	7878.481971	4350.064
10440	7878.443984	4350.004
10445	7878.405442	4349.944
10450	7878.366068	4349.884533
10455	7878.325862	4349.8248
10460	7878.288705	4349.765067
10465	7878.249608	4349.705067
10470	7878.210233	4349.645867
10475	7878.172245	4349.585067
10480	7878.132315	4349.525067
10485	7878.093494	4349.465067
10490	7878.054396	4349.4048
10495	7878.016961	4349.344533
10500	7877.977031	4349.285067
10505	7877.938209	4349.225333
10510	7877.899387	4349.165867
10515	7877.860843	4349.1048
10520	7877.822298	4349.0448
10525	7877.782921	4348.983733
10530	7877.74493	4348.924267
10535	7877.704444	4348.8648
10540	7877.666453	4348.8056
10545	7877.627352	4348.745333
10550	7877.589084	4348.685067
10555	7877.549151	4348.625333
10560	7877.511714	4348.5656
10565	7877.472335	4348.505867
10570	7877.432679	4348.4448
10575	7877.39441	4348.3848
10580	7877.354753	4348.324533
10585	7877.315929	4348.264
10590	7877.277936	4348.204267
10595	7877.238833	4348.145333
10600	7877.20195	4348.085867
10605	7877.160906	4348.025333
10610	7877.121525	4347.965067
10615	7877.083531	4347.9048
10620	7877.044151	4347.8456
10625	7877.005325	4347.785067
10630	7876.966498	4347.725067
10635	7876.927949	4347.6648
10640	7876.889677	4347.6056
10645	7876.85085	4347.5456
10650	7876.811468	4347.485867
10655	7876.772364	4347.424533
10660	7876.734368	4347.366133
10665	7876.694986	4347.3048
10670	7876.655049	4347.2456
10675	7876.61733	4347.184
10680	7876.579334	4347.123733
10685	7876.539673	4347.064267
10690	7876.499735	4347.004533
10695	7876.461461	4346.945333
10700	7876.4218	4346.886133
10705	7876.384635	4346.826133
10710	7876.345251	4346.765867
10715	7876.306421	4346.706133
10720	7876.266482	4346.645333
10725	7876.229039	4346.5848
10730	7876.190486	4346.525333
10735	7876.151655	4346.465867
10740	7876.11227	4346.406133
10745	7876.072885	4346.346667
10750	7876.035163	4346.2864
10755	7875.995222	4346.225867
10760	7875.956114	4346.166133
10765	7875.917837	4346.1056
10770	7875.878451	4346.0464
10775	7875.841283	4345.9864
10780	7875.801341	4345.926933
10785	7875.762509	4345.8664
10790	7875.723399	4345.8056
10795	7875.683734	4345.7464
10800	7875.645179	4345.6872
10805	7875.60801	4345.626667
10810	7875.569177	4345.5664
10815	7875.529234	4345.5064
10820	7875.489845	4345.446667
10825	7875.450457	4345.386667
10830	7875.4119	4345.326933
10835	7875.374453	4345.266933
10840	7875.335064	4345.2064
10845	7875.296784	4345.1464
10850	7875.256562	4345.0864
10855	7875.217727	4345.0264
10860	7875.178615	4344.9656
10865	7875.140611	4344.906133
10870	7875.101776	4344.846667
10875	7875.06294	4344.786667
10880	7875.024104	4344.726667
10885	7874.984991	4344.666667
10890	7874.946154	4344.607467
10895	7874.907595	4344.546667
10900	7874.867372	4344.487467
10905	7874.828257	4344.4272
10910	7874.791362	4344.367467
10915	7874.75197	4344.308533
10920	7874.712855	4344.2472
10925	7874.674572	4344.187733
10930	7874.634625	4344.126933
10935	7874.596341	4344.065867
10940	7874.557226	4344.005867
10945	7874.517833	4343.946133
10950	7874.479271	4343.886667
10955	7874.441542	4343.826933
10960	7874.402426	4343.768267
10965	7874.362754	4343.708
10970	7874.323638	4343.647467
10975	7874.284798	4343.587467
10980	7874.24679	4343.526133
10985	7874.207673	4343.4664
10990	7874.168833	4343.408
10995	7874.130547	4343.347733
11000	7874.091152	4343.288267
11005	7874.052311	4343.230133
11010	7874.012916	4343.170133
11015	7873.974907	4343.109067
11020	7873.935788	4343.048267
11025	7873.896392	4342.987467
11030	7873.85866	4342.9272
11035	7873.818986	4342.8672
11040	7873.780421	4342.807467
11045	7873.741024	4342.746667
11050	7873.702181	4342.688
11055	7873.662784	4342.6288
11060	7873.625328	4342.5688
11065	7873.587317	4342.509333
11070	7873.548474	4342.4496
11075	7873.508521	4342.389333
11080	7873.468568	4342.328267
11085	7873.429724	4342.268
11090	7873.39199	4342.208533
11095	7873.354255	4342.149067
11100	7873.314856	4342.088
11105	7873.275457	4342.028533
11110	7873.236612	4341.968
11115	7873.197489	4341.908267
11120	7873.159199	4341.848533
11125	7873.119799	4341.788533
11130	7873.081786	4341.728267
11135	7873.043218	4341.669067
11140	7873.003817	4341.609333
11145	7872.964693	4341.549867
11150	7872.925292	4341.4896
11155	7872.886723	4341.429067
11160	7872.848431	4341.369067
11165	7872.809029	4341.309333
11170	7872.770737	4341.249333
11175	7872.732445	4341.1896
11180	7872.693043	4341.130933
11185	7872.654195	4341.0704
11190	7872.61618	4341.009333
11195	7872.575944	4340.949333
11200	7872.537651	4340.888267
11205	7872.49908	4340.829867
11210	7872.459954	4340.7696
11215	7872.421938	4340.709867
11220	7872.383366	4340.649067
11225	7872.343407	4340.5896
11230	7872.30317	4340.5296
11235	7872.266263	4340.469867
11240	7872.227414	4340.4104
11245	7872.188009	4340.3504
11250	7872.149158	4340.290133
11255	7872.110308	4340.230133
11260	7872.070903	4340.169867
11265	7872.032607	4340.110133
11270	7871.994866	4340.050133
11275	7871.955738	4339.990933
11280	7871.916331	4339.930667
11285	7871.877202	4339.870667
11290	7871.837518	4339.810933
11295	7871.800054	4339.7504
11300	7871.762034	4339.690933
11305	7871.722905	4339.6312
11310	7871.68322	4339.570133
11315	7871.64409	4339.510667
11320	7871.605792	4339.450133
11325	7871.567216	4339.391733
11330	7871.527808	4339.3328
11335	7871.489232	4339.271733
11340	7871.450934	4339.2104
11345	7871.41208	4339.151467
11350	7871.372671	4339.0912
11355	7871.334372	4339.032267
11360	7871.29524	4338.973067
11365	7871.256663	4338.912
11370	7871.217808	4338.852267
11375	7871.178953	4338.792
11380	7871.140376	4338.7312
11385	7871.101798	4338.672
11390	7871.062388	4338.611467
11395	7871.024364	4338.550667
11400	7870.984676	4338.491733
11405	7870.946653	4338.432267
11410	7870.908074	4338.373067
11415	7870.868385	4338.314667
11420	7870.830916	4338.2536
11425	7870.790949	4338.193333
11430	7870.752369	4338.133333
11435	7870.714067	4338.072533
11440	7870.674932	4338.012267
11445	7870.634965	4337.952533
11450	7870.596107	4337.891733
11455	7870.558637	4337.832
11460	7870.520611	4337.772267
11465	7870.481753	4337.712267
11470	7870.440119	4337.653067
11475	7870.402648	4337.593333
11480	7870.363511	4337.5336
11485	7870.325762	4337.473867
11490	7870.286903	4337.4136
11495	7870.248599	4337.353333
11500	7870.208629	4337.2928
11505	7870.170046	4337.234667
11510	7870.130631	4337.173867
11515	7870.092604	4337.1144
11520	7870.053188	4337.053867
11525	7870.014605	4336.993067
11530	7869.976299	4336.935467
11535	7869.937161	4336.874933
11540	7869.899132	4336.814667
11545	7869.85916	4336.754933
11550	7869.819188	4336.694667
11555	7869.781159	4336.634933
11560	7869.742853	4336.5752
11565	7869.705101	4336.514133
11570	7869.665406	4336.454933
11575	7869.625988	4336.394667
11580	7869.587125	4336.3344
11585	7869.548262	4336.275467
11590	7869.509677	4336.215467
11595	7869.471368	4336.154933
11600	7869.432782	4336.0952
11605	7869.393086	4336.0344
11610	7869.355055	4335.975467
11615	7869.318134	4335.916
11620	7869.277049	4335.856
11625	7869.237907	4335.796
11630	7869.199875	4335.735733
11635	7869.161843	4335.6752
11640	7869.121312	4335.615467
11645	7869.083557	4335.555733
11650	7869.043859	4335.496267
11655	7869.005271	4335.436
11660	7868.967238	4335.377333
11665	7868.926984	4335.317333
11670	7868.889228	4335.256533
11675	7868.849807	4335.195733
11680	7868.81094	4335.135467
11685	7868.772351	4335.076
11690	7868.735427	4335.016533
11695	7868.695172	4334.955733
11700	7868.655472	4334.896
11705	7868.617437	4334.837333
11710	7868.578569	4334.7768
11715	7868.539701	4334.717867
11720	7868.501666	4334.6568
11725	7868.462798	4334.5976
11730	7868.423374	4334.537333
11735	7868.38506	4334.477067
11740	7868.346192	4334.417867
11745	7868.30649	4334.357333
11750	7868.268176	4334.2968
11755	7868.229028	4334.237333
11760	7868.191547	4334.177067
11765	7868.151844	4334.1176
11770	7868.112974	4334.057867
11775	7868.074104	4333.998133
11780	7868.035234	4333.938133
11785	7867.995808	4333.878133
11790	7867.95777	4333.8176
11795	7867.919176	4333.758133
11800	7867.880861	4333.698133
11805	7867.841434	4333.637333
11810	7867.802562	4333.577067
11815	7867.763413	4333.517333
11820	7867.725374	4333.457867
11825	7867.685946	4333.398133
11830	7867.648185	4333.338667
11835	7867.608479	4333.278933
11840	7867.570717	4333.219733
11845	7867.530456	4333.159467
11850	7867.492138	4333.1
11855	7867.454098	4333.039733
11860	7867.413281	4332.978667
11865	7867.375518	4332.919733
11870	7867.337199	4332.8584
11875	7867.29888	4332.797867
11880	7867.259451	4332.7384
11885	7867.221409	4332.680267
11890	7867.180591	4332.62
11895	7867.142549	4332.56
11900	7867.103952	4332.5
11905	7867.066187	4332.4392
11910	7867.026756	4332.3792
11915	7866.988436	4332.319467
11920	7866.949283	4332.2592
11925	7866.909851	4332.2
11930	7866.870697	4332.139733
11935	7866.832099	4332.080267
11940	7866.793778	4332.021333
11945	7866.754901	4331.960533
11950	7866.716579	4331.900533
11955	7866.678813	4331.840533
11960	7866.639103	4331.780533
11965	7866.599392	4331.7216
11970	7866.560514	4331.661067
11975	7866.521636	4331.601067
11980	7866.483036	4331.541067
11985	7866.445268	4331.480533
11990	7866.405279	4331.4208
11995	7866.368622	4331.361067
12000	7866.328355	4331.3016
12005	7866.28892	4331.242133
12010	7866.250319	4331.1824
12015	7866.212272	4331.1224
12020	7866.173393	4331.0624
12025	7866.134513	4331.001333
12030	7866.095077	4330.942133
12035	7866.05703	4330.881867
12040	7866.018983	4330.821333
12045	7865.978992	4330.761333
12050	7865.939278	4330.702133
12055	7865.900674	4330.642133
12060	7865.862349	4330.5832
12065	7865.824856	4330.522667
12070	7865.787085	4330.462133
12075	7865.747648	4330.4024
12080	7865.706267	4330.342933
12085	7865.668495	4330.282933
12090	7865.630169	4330.223467
12095	7865.591564	4330.1632
12100	7865.552403	4330.103733
12105	7865.514631	4330.0432
12110	7865.475748	4329.984267
12115	7865.436865	4329.924533
12120	7865.397982	4329.864533
12125	7865.359654	4329.803733
12130	7865.320214	4329.744267
12135	7865.282441	4329.683733
12140	7865.242168	4329.623467
12145	7865.203284	4329.564267
12150	7865.164399	4329.505333
12155	7865.126348	4329.4448
12160	7865.088574	4329.3848
12165	7865.049133	4329.325333
12170	7865.010247	4329.2656
12175	7864.971084	4329.2056
12180	7864.931643	4329.145067
12185	7864.893035	4329.085067
12190	7864.855815	4329.0248
12195	7864.81804	4328.9648
12200	7864.776931	4328.9056
12205	7864.7386	4328.845333
12210	7864.699991	4328.7848
12215	7864.661381	4328.726667
12220	7864.622216	4328.666133
12225	7864.58444	4328.606133
12230	7864.544997	4328.547467
12235	7864.505276	4328.487467
12240	7864.467776	4328.426933
12245	7864.429166	4328.3664
12250	7864.390277	4328.305867
12255	7864.35	4328.246133
12260	7864.312222	4328.186667
12265	7864.274167	4328.125867
12270	7864.235277	4328.0664
12275	7864.197221	4328.006933
12280	7864.158054	4327.947467
12285	7864.119164	4327.887467
12290	7864.080552	4327.828267
12295	7864.04194	4327.768
12300	7864.002771	4327.708267
12305	7863.964436	4327.647733
12310	7863.925823	4327.587733
12315	7863.887488	4327.528267
12320	7863.84693	4327.467733
12325	7863.808594	4327.407467
12330	7863.771648	4327.348267
12335	7863.732478	4327.287733
12340	7863.692197	4327.2288
12345	7863.654416	4327.168533
12350	7863.614691	4327.1088
12355	7863.576909	4327.049067
12360	7863.53885	4326.989333
12365	7863.498568	4326.930667
12370	7863.459953	4326.869867
12375	7863.421893	4326.809333
12380	7863.383278	4326.748533
12385	7863.343828	4326.689333
12390	7863.305768	4326.629333
12395	7863.267707	4326.569067
12400	7863.227146	4326.5096
12405	7863.187696	4326.450667
12410	7863.149913	4326.390933
12415	7863.111574	4326.330667
12420	7863.073512	4326.270933
12425	7863.036006	4326.2104
12430	7862.996833	4326.149867
12435	7862.955715	4326.0896
12440	7862.915986	4326.030933
12445	7862.879312	4325.9704
12450	7862.839861	4325.909333
12455	7862.803187	4325.849867
12460	7862.762068	4325.7912
12465	7862.724005	4325.730933
12470	7862.685108	4325.671733
12475	7862.646766	4325.610933
12480	7862.60648	4325.551467
12485	7862.56786	4325.492267
12490	7862.530908	4325.433067
12495	7862.492565	4325.372
12500	7862.453667	4325.311733
12505	7862.414769	4325.251733
12510	7862.375315	4325.193067
12515	7862.33725	4325.1336
12520	7862.298351	4325.0728
12525	7862.259174	4325.012267
12530	7862.221387	4324.952267
12535	7862.182209	4324.893067
12540	7862.144421	4324.832533
12545	7862.104688	4324.771733
12550	7862.06551	4324.712533
12555	7862.026054	4324.6528
12560	7861.988543	4324.594133
12565	7861.949365	4324.533867
12570	7861.910186	4324.474133
12575	7861.872953	4324.4136
12580	7861.833774	4324.353067
12585	7861.794039	4324.294933
12590	7861.755415	4324.2352
12595	7861.716791	4324.1752
12600	7861.678167	4324.115467
12605	7861.639543	4324.054133
12610	7861.601475	4323.994667
12615	7861.563406	4323.9344
12620	7861.524225	4323.874667
12625	7861.485322	4323.814667
12630	7861.445308	4323.7544
12635	7861.408072	4323.695733
12640	7861.369447	4323.635733
12645	7861.330821	4323.576533
12650	7861.293029	4323.517067
12655	7861.251902	4323.456
12660	7861.212719	4323.395467
12665	7861.175482	4323.335733
12670	7861.137412	4323.275733
12675	7861.097673	4323.215733
12680	7861.059046	4323.157333
12685	7861.022086	4323.097333
12690	7860.982347	4323.0384
12695	7860.94372	4322.9784
12700	7860.903702	4322.918133
12705	7860.86563	4322.857333
12710	7860.827002	4322.797867
12715	7860.789763	4322.737067
12720	7860.749745	4322.6768
12725	7860.710561	4322.617867
12730	7860.673043	4322.558133
12735	7860.633858	4322.5
12740	7860.594395	4322.439733
12745	7860.556044	4322.3784
12750	7860.517692	4322.3192
12755	7860.480452	4322.2592
12760	7860.44071	4322.198667
12765	7860.401802	4322.138667
12770	7860.361504	4322.078667
12775	7860.323985	4322.019467
12780	7860.285632	4321.960267
12785	7860.247001	4321.899467
12790	7860.207536	4321.840267
12795	7860.168349	4321.781333
12800	7860.130829	4321.7208
12805	7860.092475	4321.6608
12810	7860.052731	4321.600533
12815	7860.014099	4321.540267
12820	7859.975745	4321.4808
12825	7859.936556	4321.421067
12830	7859.899035	4321.3616
12835	7859.860402	4321.301867
12840	7859.821491	4321.241867
12845	7859.781746	4321.181067
12850	7859.743391	4321.1208
12855	7859.704757	4321.061333
12860	7859.665289	4321.0016
12865	7859.628045	4320.9416
12870	7859.589133	4320.881867
12875	7859.549942	4320.8224
12880	7859.511586	4320.764
12885	7859.471839	4320.703467
12890	7859.432648	4320.642933
12895	7859.394569	4320.5832
12900	7859.356489	4320.5232
12905	7859.318132	4320.463467
12910	7859.279774	4320.4032
12915	7859.240582	4320.342133
12920	7859.201668	4320.283733
12925	7859.162198	4320.2232
12930	7859.123283	4320.164267
12935	7859.085758	4320.104
12940	7859.047399	4320.0448
12945	7859.008206	4319.984533
12950	7858.970681	4319.9248
12955	7858.931765	4319.865067
12960	7858.892572	4319.804267
12965	7858.8531	4319.744533
12970	7858.815296	4319.684267
12975	7858.776101	4319.625067
12980	7858.737463	4319.565333
12985	7858.699658	4319.5056
12990	7858.659908	4319.445067
12995	7858.621547	4319.3856
13000	7858.582073	4319.325067
13005	7858.54399	4319.2664
13010	7858.505072	4319.206133
13015	7858.466711	4319.1464
13020	7858.427793	4319.0864
13025	7858.389709	4319.026667
13030	7858.350512	4318.967467
13035	7858.311316	4318.907467
13040	7858.272675	4318.846933
13045	7858.23459	4318.7864
13050	7858.195671	4318.726933
13055	7858.15703	4318.666933
13060	7858.11811	4318.608533
13065	7858.079468	4318.548
13070	7858.041661	4318.487467
13075	7858.003019	4318.427733
13080	7857.962152	4318.368533
13085	7857.924344	4318.309067
13090	7857.886535	4318.248533
13095	7857.848448	4318.188
13100	7857.808693	4318.128533
13105	7857.770606	4318.068533
13110	7857.731407	4318.0088
13115	7857.692763	4317.948267
13120	7857.654119	4317.888533
13125	7857.615475	4317.828267
13130	7857.577943	4317.769333
13135	7857.537631	4317.710133
13140	7857.500933	4317.650933
13145	7857.460898	4317.590133
13150	7857.421975	4317.529867
13155	7857.383608	4317.4696
13160	7857.344684	4317.410133
13165	7857.307151	4317.3496
13170	7857.267949	4317.289333
13175	7857.229025	4317.229867
13180	7857.191213	4317.172533
13185	7857.152011	4317.112533
13190	7857.112253	4317.052
13195	7857.073328	4316.9912
13200	7857.036071	4316.930667
13205	7856.99659	4316.8704
13210	7856.959055	4316.8112
13215	7856.919852	4316.750667
13220	7856.88037	4316.691467
13225	7856.842	4316.631733
13230	7856.804186	4316.573067
13235	7856.765538	4316.512
13240	7856.725222	4316.4528
13245	7856.687407	4316.393067
13250	7856.64848	4316.332533
13255	7856.61011	4316.273067
13260	7856.571739	4316.213067
13265	7856.533367	4316.152267
13270	7856.494718	4316.093333
13275	7856.456068	4316.033333
13280	7856.416028	4315.9736
13285	7856.377656	4315.914133
13290	7856.33984	4315.853067
13295	7856.300355	4315.7936
13300	7856.262539	4315.734667
13305	7856.223054	4315.675467
13310	7856.184681	4315.615467
13315	7856.147142	4315.554933
13320	7856.1071	4315.4944
13325	7856.067337	4315.4344
13330	7856.030075	4315.374133
